{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-medium-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '3 495', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tussoey-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '15 995', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '17 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tussoey-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '14 795', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tustna-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '16 295', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '17 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '16 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Wooden base spr mattress, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-wooden-base-spr-mattress-firm-dark-beige__0965463_pe809466_s5.jpg?f=xxs', 'price': '5 090', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Wooden base spr mattress, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-wooden-base-spr-mattress-medium-firm-dark-beige__0965463_pe809466_s5.jpg?f=xxs', 'price': '5 090', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Wooden base spr mattress, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-wooden-base-spr-mattress-firm-dark-beige__0965463_pe809466_s5.jpg?f=xxs', 'price': '4 690', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Wooden base spr mattress, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-wooden-base-spr-mattress-firm-medium-firm-dark-beige__0965463_pe809466_s5.jpg?f=xxs', 'price': '5 090', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKÅRER', 'description': 'Wooden base spr mattress, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-wooden-base-spr-mattress-firm-medium-firm-dark-beige__0965463_pe809466_s5.jpg?f=xxs', 'price': '4 690', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'BRIMNES', 'description': 'Day-bed w 2 drawers/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/brimnes-day-bed-w-2-drawers-2-mattresses-white-afjaell-firm__1161840_pe889557_s5.jpg?f=xxs', 'price': '4 585', 'springs': 'Foam', 'firmness': 'Firm'}
{'name': 'BRIMNES', 'description': 'Day-bed w 2 drawers/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/brimnes-day-bed-w-2-drawers-2-mattresses-white-vannareid-firm__1161832_pe889556_s5.jpg?f=xxs', 'price': '5 385', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'BRIMNES', 'description': 'Day-bed w 2 drawers/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/brimnes-day-bed-w-2-drawers-2-mattresses-white-agotnes-firm__1171930_pe893212_s5.jpg?f=xxs', 'price': '4 093', 'springs': 'Foam', 'firmness': 'Firm'}
{'name': 'BRIMNES', 'description': 'Day-bed w 2 drawers/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/brimnes-day-bed-w-2-drawers-2-mattresses-black-afjaell-medium-firm__1161843_pe889559_s5.jpg?f=xxs', 'price': '4 585', 'springs': 'Foam', 'firmness': 'Medium firm'}
{'name': 'BRIMNES', 'description': 'Day-bed w 2 drawers/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/brimnes-day-bed-w-2-drawers-2-mattresses-black-afjaell-firm__1161843_pe889559_s5.jpg?f=xxs', 'price': '4 585', 'springs': 'Foam', 'firmness': 'Firm'}
{'name': 'BRIMNES', 'description': 'Day-bed w 2 drawers/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/brimnes-day-bed-w-2-drawers-2-mattresses-black-vannareid-firm__1161831_pe889530_s5.jpg?f=xxs', 'price': '5 385', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'BRIMNES', 'description': 'Day-bed w 2 drawers/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/brimnes-day-bed-w-2-drawers-2-mattresses-black-agotnes-firm__1171952_pe893216_s5.jpg?f=xxs', 'price': '4 093', 'springs': 'Foam', 'firmness': 'Firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-vagstranda-firm-tussoey-tibbleby-beige__1259536_pe926719_s5.jpg?f=xxs', 'price': '15 195', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-vagstranda-medium-firm-tussoey-tibbleby-beige__1259536_pe926719_s5.jpg?f=xxs', 'price': '15 195', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '17 095', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '11 824', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '16 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vatnestroem-firm-tistedal-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '15 440', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tussoey-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '12 140', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '12 524', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '11 824', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-blue__0794067_pe765493_s5.jpg?f=xxs', 'price': '16 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tussoey-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '11 440', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '11 824', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tussoey-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '12 140', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '12 524', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-blue__0794067_pe765493_s5.jpg?f=xxs', 'price': '17 095', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tussoey-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '11 440', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-gunnared-blue__0794067_pe765493_s5.jpg?f=xxs', 'price': '16 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tussoey-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '12 140', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '12 524', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-blue__0794067_pe765493_s5.jpg?f=xxs', 'price': '17 095', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vatnestroem-medium-firm-tistedal-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '15 440', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '12 524', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tussoey-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '11 440', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '11 824', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vatnestroem-firm-tistedal-gunnared-blue__0794068_pe765494_s5.jpg?f=xxs', 'price': '15 440', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vatnestroem-medium-firm-tistedal-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '15 440', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tussoey-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '12 140', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '16 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-hornnes-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '17 095', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tussoey-gunnared-blue__0794834_pe765734_s5.jpg?f=xxs', 'price': '11 440', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'GLAMBERGET', 'description': 'Extendable bed w stor/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/glamberget-extendable-bed-w-stor-2-mattresses-pine-agotnes-firm__1335919_pe947207_s5.jpg?f=xxs', 'price': '4 593', 'springs': 'Foam', 'firmness': 'Firm'}
{'name': 'GLAMBERGET', 'description': 'Extendable bed w stor/2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/glamberget-extendable-bed-w-stor-2-mattresses-pine-vannareid-firm__1335917_pe947205_s5.jpg?f=xxs', 'price': '5 885', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'UTÅKER', 'description': 'Stackable bed with 2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/utaker-stackable-bed-with-2-mattresses-pine-vannareid-firm__1161850_pe889566_s5.jpg?f=xxs', 'price': '4 885', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'UTÅKER', 'description': 'Stackable bed with 2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/utaker-stackable-bed-with-2-mattresses-pine-agotnes-firm__1171959_pe893220_s5.jpg?f=xxs', 'price': '3 593', 'springs': 'Foam', 'firmness': 'Firm'}
{'name': 'UTÅKER', 'description': 'Stackable bed with 2 mattresses, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/utaker-stackable-bed-with-2-mattresses-pine-afjaell-firm__1161848_pe889564_s5.jpg?f=xxs', 'price': '4 085', 'springs': 'Foam', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Wooden base spr mattress, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-wooden-base-spr-mattress-medium-firm-anthracite__0965472_pe809474_s5.jpg?f=xxs', 'price': '8 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Wooden base spr mattress, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-wooden-base-spr-mattress-firm-anthracite__0965472_pe809474_s5.jpg?f=xxs', 'price': '9 490', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Wooden base spr mattress, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-wooden-base-spr-mattress-firm-medium-firm-anthracite__0965472_pe809474_s5.jpg?f=xxs', 'price': '9 490', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'STAVANGER', 'description': 'Wooden base spr mattress, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-wooden-base-spr-mattress-medium-firm-anthracite__0965472_pe809474_s5.jpg?f=xxs', 'price': '9 490', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Wooden base spr mattress, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-wooden-base-spr-mattress-firm-medium-firm-anthracite__0965472_pe809474_s5.jpg?f=xxs', 'price': '8 890', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '17 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tustna-gunnared-blue__0794067_pe765493_s5.jpg?f=xxs', 'price': '17 295', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-hornnes-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-blue__0794067_pe765493_s5.jpg?f=xxs', 'price': '17 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '17 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tustna-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '16 295', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tustna-gunnared-blue__0794070_pe765495_s5.jpg?f=xxs', 'price': '17 295', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-blue__0794067_pe765493_s5.jpg?f=xxs', 'price': '16 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
